Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
21320_8#120,"Scaffold: Velvet + Improvement",6238488,28,222803.14,1111369,558916,5,417318,6,413210,7,312417,9,243992,11,308,28,111,2175092,2167445,7647,2175092,,328438892,327284195,324943849,151,151,36.9,465.6,85.2
21320_8#121,"Scaffold: Velvet + Improvement",6236715,31,201184.35,900409,331509,6,312417,7,271042,10,243474,12,159876,15,303,31,97,2010398,2002753,7645,2010398,,303570098,302415703,300005800,151,151,36.7,469.7,86.2
21320_8#122,"Scaffold: Velvet + Improvement",6194001,28,221214.32,1170160,558916,4,412011,6,312418,8,272745,10,157908,13,308,28,2,2157092,2149089,8003,2157092,,325720892,324512439,321880841,151,151,36.7,466.4,91.5
21320_8#123,"Scaffold: Velvet + Improvement",6239581,29,215157.97,1183073,558916,4,417318,5,394997,7,275406,9,228608,11,314,29,0,2151956,2144063,7893,2151956,,324945356,323753513,321266076,151,151,36.7,467.5,84.0
21320_8#124,"Scaffold: Velvet + Improvement",6237588,31,201212.52,901337,411754,5,312832,7,303313,9,272759,11,161247,14,314,31,283,2222632,2214694,7938,2222632,,335617432,334418794,331761985,151,151,36.7,474.6,84.4
21320_8#125,"Scaffold: Velvet + Improvement",6238717,28,222811.32,1671070,417317,4,414610,5,395365,7,276547,9,228666,11,314,28,18,2081826,2075091,6735,2081826,,314355726,313338741,311130891,151,151,36.9,466.9,83.9
21320_8#126,"Scaffold: Velvet + Improvement",6238649,31,201246.74,1671391,768735,3,408534,5,395020,6,312418,8,269324,10,313,31,11,1818134,1811426,6708,1818134,,274538234,273525326,271455252,151,151,36.8,475.1,85.5
21320_8#127,"Scaffold: Velvet + Improvement",6237873,31,201221.71,900055,558916,5,411484,6,395111,7,312417,9,163385,12,314,31,220,1700462,1694423,6039,1700462,,256769762,255857873,253806025,151,151,36.7,478.6,87.0
21320_8#128,"Scaffold: Velvet + Improvement",6236648,25,249465.92,1087094,417321,5,404565,7,337393,8,276548,10,228552,13,314,25,1,2200700,2193154,7546,2200700,,332305700,331166254,328598393,151,151,36.8,477.4,88.2
21320_8#129,"Scaffold: Velvet + Improvement",6240184,35,178290.97,901112,411478,5,394937,7,312417,9,242323,11,212392,13,308,35,0,2081820,2073624,8196,2081820,,314354820,313117224,310641685,151,151,36.7,478.4,84.8
21320_8#130,"Scaffold: Velvet + Improvement",6194727,25,247789.08,1427565,727531,3,558916,4,411731,6,312418,7,274538,9,308,25,2,1953682,1946408,7274,1953682,,295005982,293907608,291524679,151,151,36.7,478.9,85.1
21320_8#131,"Scaffold: Velvet + Improvement",6239752,34,183522.12,1111476,470045,5,412011,6,331508,8,275406,10,228584,12,305,34,5,1943772,1937104,6668,1943772,,293509572,292502704,290265406,151,151,36.8,478.4,88.1
21320_8#132,"Scaffold: Velvet + Improvement",6237509,27,231018.85,1111377,688456,4,558916,5,414077,7,312417,8,239874,10,314,27,2,2063818,2057094,6724,2063818,,311636518,310621194,308490019,151,151,36.9,460.8,82.7
21320_8#133,"Scaffold: Velvet + Improvement",6238855,30,207961.83,1111470,417318,5,412005,6,395752,8,276547,10,228616,12,308,30,1,1934408,1927606,6802,1934408,,292095608,291068506,289038689,151,151,36.9,460.0,86.6
21320_8#134,"Scaffold: Velvet + Improvement",6237291,27,231010.78,1444084,571922,4,558917,5,394517,7,312417,8,229977,11,308,27,1,2021446,2014175,7271,2021446,,305238346,304140425,302028155,151,151,36.9,460.3,79.7
21320_8#135,"Scaffold: Velvet + Improvement",6238040,25,249521.60,1614530,580246,4,412360,5,395142,6,281112,8,176028,11,310,25,533,1885590,1879490,6100,1885590,,284724090,283802990,281849961,151,151,36.9,460.2,81.8
21320_8#136,"Scaffold: Velvet + Improvement",6239483,28,222838.68,1112567,507702,5,422358,6,408495,8,275406,10,228722,12,314,28,25,2487198,2479118,8080,2487198,,375566898,374346818,371714886,151,151,36.9,468.9,85.6
21320_8#137,"Scaffold: Velvet + Improvement",6238496,27,231055.41,1111956,518773,5,417317,6,412017,7,394997,9,228609,11,314,27,2,2242080,2233907,8173,2242080,,338554080,337319957,334704113,151,151,36.7,476.3,83.8
21320_8#138,"Scaffold: Velvet + Improvement",6236542,27,230983.04,1599618,558917,4,411753,5,395182,7,276559,9,228585,11,314,27,193,1945134,1938964,6170,1945134,,293715234,292783564,290648067,151,151,36.8,478.8,82.3
21320_8#139,"Scaffold: Velvet + Improvement",6237524,29,215087.03,900055,412011,5,330495,7,275406,9,264607,11,161361,14,314,29,309,1940400,1933431,6969,1940400,,293000400,291948081,289591175,151,151,36.7,488.0,84.8
21320_8#140,"Scaffold: Velvet + Improvement",6241498,22,283704.45,2137734,651521,3,582723,4,395004,5,312421,7,228670,9,314,22,20,1961206,1953699,7507,1961206,,296142106,295008549,292664536,151,151,36.7,476.9,87.3
21320_8#141,"Scaffold: Velvet + Improvement",6237054,28,222751.93,1535048,558623,4,412011,5,312417,7,272638,9,161361,12,314,28,11,1874002,1867724,6278,1874002,,282974302,282026324,279914420,151,151,36.9,473.9,84.9
21320_8#142,"Scaffold: Velvet + Improvement",6238430,30,207947.67,1732191,651375,3,417318,5,412011,6,312417,8,228551,10,308,30,213,1988738,1981645,7093,1988738,,300299438,299228395,296976301,151,151,36.8,466.8,80.4
21320_8#143,"Scaffold: Velvet + Improvement",6236394,26,239861.31,1182475,558623,4,408623,6,312417,8,276542,10,163385,13,308,26,0,1940322,1933865,6457,1940322,,292988622,292013615,289974138,151,151,36.9,470.4,79.1
21320_8#144,"Scaffold: Velvet + Improvement",6242680,26,240103.08,1115809,662499,4,558976,5,413564,7,395199,8,275411,10,314,26,191,2261608,2252626,8982,2261608,,341502808,340146526,337533790,151,151,36.8,472.0,84.6
21320_8#145,"Scaffold: Velvet + Improvement",6237562,30,207918.73,1165594,558916,4,417318,6,411472,7,275407,9,161361,12,310,30,16,2001456,1993972,7484,2001456,,302219856,301089772,298761186,151,151,36.7,463.1,81.2
21320_8#146,"Scaffold: Velvet + Improvement",6236336,27,230975.41,1724677,411724,4,400625,5,312417,7,272759,9,161361,12,314,27,2,2010358,2003389,6969,2010358,,303564058,302511739,300285053,151,151,36.8,466.3,86.3
21320_8#147,"Scaffold: Velvet + Improvement",6238126,33,189034.12,1111368,417591,5,417500,6,311178,8,272791,10,157966,13,308,33,222,1861822,1855139,6683,1861822,,281135122,280125989,277977546,151,151,36.8,465.8,86.7
21320_8#148,"Scaffold: Velvet + Improvement",6237787,30,207926.23,1111855,417318,5,412011,6,394992,8,275417,10,228584,12,314,30,2,2015456,2007487,7969,2015456,,304333856,303130537,300776253,151,151,36.7,470.9,82.0
21320_8#149,"Scaffold: Velvet + Improvement",6236329,27,230975.15,1111476,518797,5,475441,6,412012,7,312417,9,161248,12,308,27,334,1891064,1884669,6395,1891064,,285550664,284585019,282413334,151,151,36.8,478.6,89.0
21320_8#150,"Scaffold: Velvet + Improvement",6238776,29,215130.21,900032,433890,5,394886,7,330428,8,269325,11,211192,13,314,29,2,2103132,2095235,7897,2103132,,317572932,316380485,314028422,151,151,36.8,465.6,88.5
21320_8#151,"Scaffold: Velvet + Improvement",6234962,24,259790.08,1112703,558916,4,516449,5,394274,7,273847,9,144349,12,382,24,122,1865130,1857937,7193,1865130,,281634630,280548487,278250194,151,151,36.7,479.6,86.7
21320_8#152,"Scaffold: Velvet + Improvement",6243751,24,260156.29,1724701,768842,3,470547,4,419044,6,413836,7,275423,9,301,24,0,2854106,2842656,11450,2854106,,430970006,429241056,426365034,151,151,37.0,451.8,79.0
21320_8#153,"Scaffold: Velvet + Improvement",6240293,33,189099.79,1170221,481144,5,417330,6,395377,8,312417,9,228666,12,308,33,144,2129442,2120890,8552,2129442,,321545742,320254390,317555122,151,151,36.6,481.0,83.6
21320_8#154,"Scaffold: Velvet + Improvement",6235715,27,230952.41,1169209,558915,4,411472,5,312417,7,272703,9,157928,12,303,27,0,1908378,1900907,7471,1908378,,288165078,287036957,284702772,151,151,36.7,475.6,90.5
21320_8#155,"Scaffold: Velvet + Improvement",6238758,31,201250.26,899928,558988,5,411472,6,330429,8,303315,10,228925,12,308,31,227,1984388,1977676,6712,1984388,,299642588,298629076,296572600,151,151,36.9,455.9,82.6
21320_8#156,"Scaffold: Velvet + Improvement",6238870,24,259952.92,1181233,727438,4,558917,5,418524,6,312428,8,275425,10,308,24,14,2157010,2147836,9174,2157010,,325708510,324323236,321397069,151,151,36.6,487.0,88.9
21320_8#157,"Scaffold: Velvet + Improvement",6238827,27,231067.67,1672183,768792,3,412442,5,400995,6,275412,8,161251,11,314,27,527,1929066,1920420,8646,1929066,,291288966,289983420,287504922,151,151,36.6,467.2,87.2
21320_8#158,"Scaffold: Velvet + Improvement",6237975,29,215102.59,900374,656838,4,412079,6,394997,7,310993,9,264528,11,308,29,207,2002430,1995249,7181,2002430,,302366930,301282599,298987963,151,151,36.8,458.6,83.0
21320_8#159,"Scaffold: Velvet + Improvement",6239747,33,189083.24,941767,532879,5,411954,6,312444,8,276546,10,161511,13,308,33,1726,1457708,1452084,5624,1457708,,220113908,219264684,217562197,151,151,36.8,474.0,82.0
21320_8#160,"Scaffold: Velvet + Improvement",6238166,30,207938.87,1111399,558916,5,474575,6,411730,7,312417,9,243472,11,308,30,34,2246226,2237406,8820,2246226,,339180126,337848306,334891679,151,151,36.6,489.0,97.4
21320_8#161,"Scaffold: Velvet + Improvement",6239053,30,207968.43,1164761,741805,4,416389,5,394873,7,330429,8,275407,10,308,30,325,2416904,2408258,8646,2416904,,364952504,363646958,360875969,151,151,36.8,469.2,87.3
21320_8#162,"Scaffold: Velvet + Improvement",6237848,29,215098.21,1112673,580247,4,411730,6,394214,7,275407,9,161361,12,314,29,147,1984088,1974364,9724,1984088,,299597288,298128964,295533125,151,151,36.4,480.8,82.7
21320_8#163,"Scaffold: Velvet + Improvement",6236981,27,230999.30,1168599,558916,4,411730,5,408625,6,312417,8,242326,10,314,27,1,2267116,2257937,9179,2267116,,342334516,340948487,338057703,151,151,36.6,476.7,86.2
21320_8#164,"Scaffold: Velvet + Improvement",6238752,32,194961.00,1118133,417317,5,412079,6,312417,8,247924,11,228926,13,314,32,259,1998016,1991390,6626,1998016,,301700416,300699890,298726128,151,151,36.8,454.3,81.4
21320_8#165,"Scaffold: Velvet + Improvement",6239252,32,194976.62,1231600,412011,5,349870,6,276547,8,242348,11,157934,14,314,32,209,2096186,2089235,6951,2096186,,316524086,315474485,313174596,151,151,36.8,470.9,82.4
21320_8#166,"Scaffold: Velvet + Improvement",6237026,31,201194.39,1169333,558915,4,412011,5,312417,7,272759,9,157968,12,314,31,2,1982242,1976165,6077,1982242,,299318542,298400915,296349107,151,151,36.9,468.6,82.7
21320_8#167,"Scaffold: Velvet + Improvement",6234814,30,207827.13,1660205,408495,4,400213,5,330427,7,275408,9,159875,12,302,30,94,1802230,1796220,6010,1802230,,272136730,271229220,269252546,151,151,36.9,465.5,83.8
21320_8#168,"Scaffold: Velvet + Improvement",6238224,28,222793.71,1112567,417319,5,412011,6,312417,8,272759,10,161361,13,308,28,25,2327652,2319319,8333,2327652,,351475452,350217169,347568484,151,151,36.8,467.9,87.3
21320_8#169,"Scaffold: Velvet + Improvement",6241292,22,283695.09,1114011,656888,4,558920,5,413824,7,395130,8,276549,10,308,22,0,2542294,2533746,8548,2542294,,383886394,382595646,379683687,151,151,36.7,475.9,84.4
21320_8#170,"Scaffold: Velvet + Improvement",6237868,27,231032.15,1111549,417318,5,412011,6,395180,8,275420,10,161361,13,308,27,173,2223620,2215832,7788,2223620,,335766620,334590632,332002381,151,151,36.8,475.3,85.9
21320_8#171,"Scaffold: Velvet + Improvement",6238861,25,249554.44,1164715,721259,4,721259,4,413009,6,307421,8,239841,10,314,25,319,1977602,1971039,6563,1977602,,298617902,297626889,295525948,151,151,36.9,461.9,79.9
21320_8#172,"Scaffold: Velvet + Improvement",6238069,21,297050.90,1116219,768759,4,768759,4,419089,6,412929,7,307421,9,308,21,1,2141126,2133920,7206,2141126,,323310026,322221920,319945070,151,151,36.8,463.0,82.1
21320_8#173,"Scaffold: Velvet + Improvement",6236890,28,222746.07,1459959,520551,4,394886,6,312523,8,242322,10,211541,12,314,28,229,1662534,1656326,6208,1662534,,251042634,250105226,248211452,151,151,36.8,466.7,84.7
21320_8#174,"Scaffold: Velvet + Improvement",6236050,27,230964.81,1671820,558356,4,412011,5,312418,7,272727,9,161361,12,314,27,403,1818502,1811617,6885,1818502,,274593802,273554167,271525632,151,151,36.8,469.6,80.9
21320_8#175,"Scaffold: Velvet + Improvement",6237998,28,222785.64,901458,558925,5,412011,6,394998,7,312417,9,212392,12,308,28,22,1930096,1922012,8084,1930096,,291444496,290223812,287718581,151,151,36.5,497.3,80.8
21320_8#176,"Scaffold: Velvet + Improvement",6237192,26,239892.00,1231788,558916,4,411730,5,311178,7,275407,9,161219,12,308,26,1,2016520,2009022,7498,2016520,,304494520,303362322,300875830,151,151,36.5,478.1,87.4
21320_8#177,"Scaffold: Velvet + Improvement",6238027,27,231038.04,1529668,558916,4,465085,5,312417,7,272703,9,161361,12,308,27,2,2331542,2322973,8569,2331542,,352062842,350768923,348080089,151,151,36.7,469.6,84.7
21320_8#178,"Scaffold: Velvet + Improvement",6236943,29,215067.00,900026,394605,6,330429,7,275407,9,228583,12,140813,15,314,29,423,1842436,1835865,6571,1842436,,278207836,277215615,275160312,151,151,36.8,473.3,85.0
21320_8#179,"Scaffold: Velvet + Improvement",6237254,25,249490.16,1529805,768799,3,558916,4,417253,6,312417,7,169301,10,308,25,274,1976730,1970510,6220,1976730,,298486230,297547010,295433961,151,151,36.9,463.0,83.2
21320_8#180,"Scaffold: Velvet + Improvement",6238631,22,283574.14,912759,728578,4,721259,5,651187,6,413210,7,311189,9,308,22,2,2010146,2002744,7402,2010146,,303532046,302414344,299994393,151,151,36.7,488.9,87.9
21320_8#181,"Scaffold: Velvet + Improvement",6240337,24,260014.04,901181,558982,5,419660,6,411743,7,307435,9,169439,12,314,24,603,2177740,2170780,6960,2177740,,328838740,327787780,325450514,151,151,36.8,475.0,83.0
21320_8#182,"Scaffold: Velvet + Improvement",6240333,33,189101.00,1111369,580192,4,559003,5,395366,7,312417,9,228665,11,308,33,107,1803522,1797104,6418,1803522,,272331822,271362704,269390899,151,151,36.7,462.6,75.6
21320_8#183,"Scaffold: Velvet + Improvement",6235412,33,188951.88,876211,414122,5,394214,7,312594,9,274423,11,228707,13,335,33,915,1595256,1589741,5515,1595256,,240883656,240050891,238306033,151,151,36.8,464.1,77.4
21320_8#184,"Scaffold: Velvet + Improvement",6236780,29,215061.38,1459895,411472,4,394936,6,312418,8,265421,10,228609,12,308,29,379,2020606,2013901,6705,2020606,,305111506,304099051,301956984,151,151,36.9,467.4,89.0
21320_8#185,"Scaffold: Velvet + Improvement",6236748,28,222741.00,1114486,644094,4,414122,6,412011,7,275406,9,242285,11,314,28,32,1757432,1750712,6720,1757432,,265372232,264357512,262505647,151,151,36.9,464.5,84.7
21320_8#186,"Scaffold: Velvet + Improvement",6237870,26,239918.08,1164820,558916,5,505059,6,415755,7,395297,9,312417,10,308,26,151,1965258,1959115,6143,1965258,,296753958,295826365,293885913,151,151,37.0,450.8,80.6
21320_8#187,"Scaffold: Velvet + Improvement",6236557,20,311827.85,1113081,727438,4,558917,5,412766,6,330571,8,243967,10,314,20,58,2111834,2104649,7185,2111834,,318886934,317801999,315964121,151,151,37.1,442.8,69.7
21320_8#188,"Scaffold: Velvet + Improvement",6234437,27,230905.07,1460171,558665,4,411466,5,312417,7,241815,10,211193,12,314,27,0,2039108,2030967,8141,2039108,,307905308,306676017,304219198,151,151,36.7,478.2,86.4
21320_8#189,"Scaffold: Velvet + Improvement",6237567,28,222770.25,901006,408687,6,395195,7,312417,9,265588,11,163385,14,314,28,2,2127422,2120786,6636,2127422,,321240722,320238686,318046552,151,151,36.9,463.3,80.1
21320_8#190,"Scaffold: Velvet + Improvement",6237239,30,207907.97,1511871,417317,4,416343,5,323469,7,275408,9,158833,11,308,30,213,1720052,1713332,6720,1720052,,259727852,258713132,256566718,151,151,36.7,489.3,86.0
21320_8#191,"Scaffold: Velvet + Improvement",6238299,45,138628.87,866280,310998,7,276546,9,226189,12,157959,15,74816,21,308,45,142,2158004,2150311,7693,2158004,,325858604,324696961,322228935,151,151,36.7,467.1,81.0
21320_8#192,"Scaffold: Velvet + Improvement",6239460,27,231091.11,1087088,580204,4,417318,6,414608,7,394997,9,312417,10,308,27,2,2239550,2232393,7157,2239550,,338172050,337091343,334770331,151,151,36.9,459.9,76.4
21320_8#193,"Scaffold: Velvet + Improvement",6241859,49,127384.88,884042,282226,8,253317,10,228704,13,158186,16,81909,21,308,49,12,2654118,2644429,9689,2654118,,400771818,399308779,396080949,151,151,36.7,464.2,86.3
21320_8#194,"Scaffold: Velvet + Improvement",6238145,32,194942.03,1112447,417318,5,312417,7,272825,9,229724,11,161361,15,392,32,451,2005740,1998069,7671,2005740,,302866740,301708419,299329856,151,151,36.7,463.5,82.3
21320_8#195,"Scaffold: Velvet + Improvement",6241790,25,249671.60,1164754,413832,5,401945,7,355795,8,260400,10,161373,14,314,25,219,2487130,2477514,9616,2487130,,375556630,374104614,371002818,151,151,36.6,481.9,80.8
21320_8#196,"Scaffold: Velvet + Improvement",6238889,32,194965.28,900000,505034,5,417419,6,408696,8,394597,9,172432,12,314,32,185,2350684,2343219,7465,2350684,,354953284,353826069,351284999,151,151,36.8,463.2,82.4
21320_8#197,"Scaffold: Velvet + Improvement",6239961,49,127346.14,822819,282282,8,245253,10,226173,13,158186,16,74864,22,308,49,269,2122712,2113657,9055,2122712,,320529512,319162207,316802877,151,151,36.8,463.6,87.8
21320_8#198,"Scaffold: Velvet + Improvement",6239588,35,178273.94,1111376,401907,6,312417,8,275417,10,217284,12,139733,16,308,35,383,2380050,2372394,7656,2380050,,359387550,358231494,355727454,151,151,36.9,453.2,80.8
21320_8#199,"Scaffold: Velvet + Improvement",6237223,44,141755.07,1175771,367792,5,275372,7,226302,10,157933,13,75112,19,314,44,466,1910010,1902673,7337,1910010,,288411510,287303623,284964870,151,151,36.6,480.8,83.3
21320_8#200,"Scaffold: Velvet + Improvement",6241950,53,117772.64,829251,233484,10,227982,12,180909,15,135041,19,66339,27,314,53,674,1973408,1966189,7219,1973408,,297984608,296894539,294473286,151,151,36.7,478.5,84.1
21320_8#201,"Scaffold: Velvet + Improvement",6238793,32,194962.28,1530421,477029,4,312497,6,272639,8,177785,11,157911,14,314,32,844,1678862,1672073,6789,1678862,,253508162,252483023,250310165,151,151,36.6,477.1,92.8
21320_8#202,"Scaffold: Velvet + Improvement",6237395,26,239899.81,1169030,579767,4,477028,5,412010,6,312417,8,173552,10,314,26,403,1860302,1852662,7640,1860302,,280905602,279751962,277378531,151,151,36.6,473.0,84.9
21320_8#203,"Scaffold: Velvet + Improvement",6241546,47,132798.85,831241,257966,7,243621,10,217254,13,161358,16,75353,22,314,47,16,2642786,2632997,9789,2642786,,399060686,397582547,394333764,151,151,36.7,475.5,91.4
21320_8#204,"Scaffold: Velvet + Improvement",6238738,28,222812.07,1181189,410924,5,396030,6,311197,8,259195,10,158210,14,308,28,2,2412570,2402408,10162,2412570,,364298070,362763608,359385714,151,151,36.4,487.4,94.2
21320_8#205,"Scaffold: Velvet + Improvement",6243527,50,124870.54,770203,243616,8,228000,11,160021,14,138796,18,70304,24,314,50,695,2526254,2516816,9438,2526254,,381464354,380039216,377091782,151,151,36.7,470.1,81.5
21320_8#206,"Scaffold: Velvet + Improvement",6239429,49,127335.29,822823,248476,8,233515,11,217261,14,157964,17,69964,23,314,49,10,2514520,2506835,7685,2514520,,379692520,378532085,375785327,151,151,36.8,468.1,84.2
21320_8#207,"Scaffold: Velvet + Improvement",6242844,38,164285.37,824312,311190,7,276553,9,245271,11,178166,14,109028,18,314,38,524,2565960,2557551,8409,2565960,,387459960,386190201,383406550,151,151,36.9,462.2,82.3
21320_8#208,"Scaffold: Velvet + Improvement",6236619,29,215055.83,1144846,558132,4,448877,6,416375,7,312379,9,168302,11,308,29,169,2019470,2011679,7791,2019470,,304939970,303763529,301130121,151,151,36.6,488.8,85.6
21320_8#209,"Scaffold: Velvet + Improvement",6239878,69,90433.01,390891,214282,12,154510,16,137265,20,112806,25,61393,33,308,69,282,2056904,2049584,7320,2056904,,310592504,309487184,307071557,151,151,36.7,473.4,81.0
21320_8#210,"Scaffold: Velvet + Improvement",6239272,75,83190.29,507117,178132,12,131627,16,104092,21,76953,28,56054,37,314,75,1304,1843990,1837058,6932,1843990,,278442490,277395758,275162976,151,151,36.7,472.2,85.6
